id,section_id,section_name,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty
188,7,Global Model-Agnostic Methods,"In ALE plot calculation, for a specific interval with boundaries $a_k$ and $a_{k+1}$, how is the prediction difference $\Delta f_i$ calculated for an instance?",$f(x \text{ with feature replaced by } a_{k+1}) - f(x \text{ with feature replaced by } a_k)$,$f(x_{orig}) - f(x_{mean})$,The difference between the SHAP value and the LIME coefficient.,$f(x \text{ with feature permuted}) - f(x_{orig})$,A,$\Delta f_i$ is calculated by finding the difference in predictions when replacing the feature with the upper limit ($a_{k+1}$) and the lower limit ($a_k$) of the interval.,hard
189,8,Local Model-Agnostic Methods,"According to the SHAP framework, the sum of all Shapley values for an instance plus the base value ($\phi_0$) equals:",Exactly 1.0,The original model's actual prediction for that instance.,The average loss of the model.,The global permutation importance.,B,SHAP's linear approximation dictates that the base value plus the sum of all Shapley values equals the actual prediction for that instance.,hard
190,7,Global Model-Agnostic Methods,Why is the ALE plot method considered more computationally efficient than generating a full Partial Dependence Plot?,It only evaluates data instances within specific localized intervals rather than computing combinations for every instance across every feature value.,It runs purely on a single layer of a neural network.,It relies on dropping features rather than perturbing them.,It uses random noise to bypass predictions entirely.,A,"ALE focuses on local intervals and averages only the instances within that interval, avoiding full dataset computations for every unique value.",medium
191,8,Local Model-Agnostic Methods,"When applying LIME to a medical X-ray image (as shown in the lecture slides), what visual artifact is generated to show the explanation?",A 1D line chart showing probability drop.,A decision tree diagram.,"An image highlighting the specific superpixels (e.g., parts of the lung) that contributed to the pneumonia prediction.",A global scatter plot of all patient data.,C,LIME highlights the specific superpixels (image segments) that contributed to the model's diagnosis.,easy
192,7,Global Model-Agnostic Methods,Which global method requires you to know the true ground-truth predictions to calculate the error ratio?,Permutation Feature Importance (PFI),Partial Dependence Plot (PDP),Individual Conditional Expectation (ICE),Grad-CAM,A,PFI requires the true predictions (ground truth) to calculate the actual model error before and after permutation.,easy
193,7,Global Model-Agnostic Methods,"In a Global Surrogate Model, if the prediction histogram of the surrogate model (e.g., Logistic Regression) matches the prediction histogram of the black-box model (e.g., Random Forest) closely, this visualizes that:",The models are overfitting.,The surrogate model is approximating the black-box model's behavior well.,The black-box model should be discarded.,LIME must be used instead.,B,Comparable histograms show that the surrogate model is accurately mimicking the distribution of the black-box model's predictions.,medium
194,8,Local Model-Agnostic Methods,"In the KernelSHAP equation for calculating the weight of a coalition, the denominator contains the binomial coefficient $\binom{M}{|Z'|}$. What does $M$ represent?",The total number of features.,The total number of data instances.,The maximum target value.,The Mean Absolute Error.,A,$M$ represents the total number of features available in the model.,hard
195,8,Local Model-Agnostic Methods,"If you want a theoretically grounded explanation that distributes prediction payouts fairly based on game theory, which method should you choose?",PDP,LIME,SHAP,Guided Backpropagation,C,SHAP is directly rooted in game theory (Shapley values) and guarantees a fair distribution of the prediction payout.,easy
196,8,Local Model-Agnostic Methods,"If you need a very fast, intuitive, and highly selective local explanation using a sparse linear model for a single tabular data point, which method is most practical to start with?",LIME,Network Dissection,Global Surrogate,ICE Plots,A,"LIME is explicitly designed to fit sparse, highly interpretable linear models locally around a specific instance quickly.",easy
197,7,Global Model-Agnostic Methods,"Which of the following correctly describes the ""Conditional PFI"" approach?",It drops the feature entirely to calculate importance.,"It permutes a feature conditionally based on the distribution of related features, ensuring generated data points are realistic.",It computes the gradient of the feature and multiplies it by the input.,It applies Shapley values to global models.,B,Conditional PFI permutes a feature based on the conditional distribution of related features to keep generated data points realistic and unbiased.,hard
198,9,Neural Network Interpretation,"In Grad-CAM, if the gradients flowing into a feature map result in a negative $\alpha_k^c$ weight, what happens during the final ReLU step?",The feature map is inverted.,"The feature map contributes negatively to the pre-ReLU sum, and if the overall sum is negative, ReLU clamps it to zero.",The feature map is multiplied by -1 to make it positive.,The feature map is highlighted in red.,B,"A negative weight makes the feature map's sum negative, and the final ReLU activation will clamp it to zero (ignoring negative influences).",hard
199,8,Local Model-Agnostic Methods,"What does the ""base value"" or ""baseline"" represent in the context of Shapley values for an ML model?",The prediction made if all numerical values are zero.,The average prediction the model makes across all instances in the dataset.,The minimum possible output of the neural network.,The raw pixel intensity of the background.,B,The base value ($\phi_0$) is the average prediction the model makes across all instances in the dataset.,medium
200,9,Neural Network Interpretation,"In Network Dissection, what does a forward pass through the target CNN layer output before it is upsampled and compared to the segmentation mask?",A Shapley base value.,A sparse linear combination of superpixels.,A lower-resolution activation map for a specific unit/channel.,A global surrogate decision tree.,C,"The forward pass outputs a possibly lower-resolution activation map for the unit, which is then upsampled to match the original image.",hard
